coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
APE,binance,1.202,1.360,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FET,binance,1.160,2.349,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
JUP,binance,2.921,2.449,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XEC,binance,2.906,2.428,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,binance,1.282,1.151,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CHZ,binance,1.165,2.494,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,binance,1.292,2.501,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
KDA,inversting,3.004,2.053,11-25 23:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
RAD,binance,1.309,1.464,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,inversting,1.133,1.631,11-25 21:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CHZ,inversting,1.271,2.265,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUICKs,inversting,1.875,1.154,11-25 21:00,11-26 18:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XCH,inversting,1.108,2.829,11-26 02:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
LEVER,inversting,1.113,1.953,11-25 21:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
TOKENf,inversting,1.267,2.679,11-25 21:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
HMSTR,inversting,1.132,2.451,11-26 05:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
LEVER,inversting,1.113,1.953,11-25 21:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
TOKENf,inversting,1.267,2.679,11-25 21:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
KDA,binance,1.414,2.201,11-26 11:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
FET,inversting,1.105,2.305,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
YGG,binance,1.446,1.397,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LEVER,inversting,1.113,1.953,11-25 21:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
IDs,inversting,1.206,2.066,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,inversting,1.168,2.499,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VELOd,inversting,1.641,1.752,11-26 12:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
ALTl,inversting,1.121,1.226,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MINA,binance,1.711,2.404,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RENDER,binance,1.287,2.251,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.260,2.994,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ID,binance,1.283,1.184,11-26 11:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDs,inversting,1.206,2.066,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.260,2.994,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDs,inversting,1.206,2.066,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPHA,binance,1.592,1.233,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TNSR,inversting,1.536,1.237,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
YGG,binance,1.749,1.397,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLUR,inversting,1.591,2.165,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
DASH,inversting,2.553,1.840,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
IOTA,binance,2.095,2.086,11-26 06:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
KDA,binance,1.414,2.201,11-26 11:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
TNSR,binance,1.424,2.041,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
TOKENf,inversting,1.242,2.679,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
YGG,inversting,1.732,1.136,11-26 01:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
ALPHA,binance,1.592,1.233,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.260,2.994,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ID,binance,1.283,1.184,11-26 11:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDs,inversting,1.206,2.066,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1INCH,binance,1.759,3.385,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACA,binance,1.285,1.127,11-26 00:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,inversting,1.237,1.204,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AMP,binance,2.166,1.312,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ANKR,binance,1.403,2.902,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
APE,binance,1.202,1.360,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BADGER,binance,1.374,1.685,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BIGTIME,inversting,1.462,1.218,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BNX,binance,1.315,1.817,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CAKE,inversting,1.351,2.741,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CELO,binance,1.260,1.976,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CFX,binance,1.433,1.195,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COSt,inversting,1.713,1.926,11-25 23:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
COTI,binance,1.556,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DUSK,inversting,1.148,1.237,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDX,binance,1.604,1.193,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLOKI,inversting,2.522,2.861,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLUX,binance,1.138,1.177,11-26 04:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GLM,binance,3.863,2.282,11-26 09:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMT,binance,1.162,1.108,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMTn,inversting,1.210,1.259,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIFI,inversting,1.722,1.678,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,binance,1.389,1.161,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IOTX,binance,1.273,2.927,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.367,2.246,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KEY,binance,1.669,2.302,11-26 01:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LINA,inversting,1.209,3.584,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,inversting,1.449,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MTL,binance,1.611,1.443,11-26 14:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEAR,binance,1.104,1.700,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,inversting,1.278,1.440,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,binance,1.410,1.412,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,binance,1.292,2.501,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PROM,binance,1.982,1.610,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAND,binance,2.219,1.646,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STMX,inversting,1.142,1.203,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,2.826,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPERf,inversting,1.157,2.483,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,inversting,1.712,1.515,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SXP,inversting,1.258,2.596,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEN,inversting,1.555,3.144,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,inversting,1.468,2.546,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WLD,binance,1.196,2.276,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,inversting,1.286,3.602,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XEC,binance,2.906,2.428,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.374,1.619,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZIL,binance,1.196,2.845,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZK,binance,1.351,2.169,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TNSR,binance,1.424,2.041,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
GLM,binance,3.863,2.282,11-26 09:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,inversting,1.286,3.602,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZK,binance,1.351,2.169,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DYDXn,inversting,1.158,2.136,11-26 12:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HFT,binance,1.131,2.411,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUICKs,inversting,1.148,1.476,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XCH,inversting,1.108,2.829,11-26 02:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
COTI,binance,1.556,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MTL,inversting,1.279,1.306,11-26 14:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZK,binance,1.351,2.169,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZEN,inversting,1.706,1.125,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BOBA,inversting,2.429,2.913,11-26 04:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
COTI,inversting,1.585,2.925,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUICKs,inversting,1.148,1.476,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RBTCo,inversting,1.170,1.497,11-25 22:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TLM,binance,1.341,2.528,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
ONG,binance,1.131,2.272,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,6.476,3.262,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KEY,binance,1.669,2.302,11-26 01:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ONG,binance,1.131,2.272,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TLM,inversting,1.429,2.899,11-26 03:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIFI,inversting,1.722,1.678,11-26 11:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KEY,binance,1.669,2.302,11-26 01:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ONG,binance,1.131,2.272,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,6.476,3.262,11-26 16:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPELL,binance,1.392,1.167,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STMX,binance,1.101,1.106,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,inversting,3.370,1.251,11-26 15:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,inversting,3.370,1.251,11-26 15:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,inversting,1.168,2.499,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PSG,binance,2.349,2.405,11-26 17:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
PSG,binance,2.349,2.405,11-26 17:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
PSG,binance,2.349,2.405,11-26 17:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,binance,7.297,4.680,11-26 18:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
MPLX,inversting,1.875,1.321,11-26 18:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MPLX,inversting,1.875,1.321,11-26 18:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ELF,inversting,1.186,1.804,11-26 02:00,11-26 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,inversting,6.410,3.938,11-26 18:00,11-26 20:00,change <=-0.7,apply_condition_1_to_func_1_base
RBTCo,inversting,1.170,1.497,11-25 22:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,inversting,3.370,1.251,11-26 15:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPHA,binance,1.592,1.233,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HFT,inversting,1.305,1.661,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MPLX,inversting,1.875,1.321,11-26 18:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
RBTCo,inversting,1.170,1.497,11-25 22:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,inversting,3.370,1.251,11-26 15:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SLF,binance,3.527,2.529,11-26 12:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPHA,binance,1.592,1.233,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUICKs,inversting,1.148,1.476,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NIKO,inversting,3.425,1.540,11-26 05:00,11-26 15:00,change <=-0.7,apply_condition_1_to_func_1_base
RBTCo,inversting,1.170,1.497,11-25 22:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STT,inversting,2.353,5.379,11-26 05:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ELF,inversting,1.186,1.804,11-26 02:00,11-26 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ELF,inversting,1.186,1.804,11-26 02:00,11-26 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STT,inversting,2.353,5.379,11-26 05:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STT,inversting,2.353,5.379,11-26 05:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TOKENf,inversting,1.242,2.679,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
HFT,inversting,1.305,1.661,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,inversting,1.340,1.444,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
QUICKs,inversting,1.148,1.476,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TOKENf,inversting,1.242,2.679,11-26 00:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,binance,1.274,2.334,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
BONK,binance,1.127,1.367,11-25 23:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,binance,1.274,2.334,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PIXEL,binance,1.292,2.501,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BNX,binance,1.315,1.817,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,binance,1.389,1.161,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,2.826,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BONK,binance,1.127,1.367,11-25 23:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NEO,binance,1.274,2.334,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BNX,binance,1.315,1.817,11-26 01:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BONK,binance,1.127,1.367,11-25 23:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IO,binance,1.389,1.161,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PIXEL,binance,1.292,2.501,11-26 00:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,2.826,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,binance,1.624,3.626,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
